game_id,game_name,description,occasion,genre,game_type,age_group,items_needed,difficulty,duration_minutes,min_players,max_players,setup_time_minutes,cleanup_time_minutes,energy_level,venue_type,cultural_origin,rules,variations,safety_considerations,tags_keywords,cost_estimation,facilitator_required,venue_suitability,popularity_rating,customization_options,rental_availability,source_reference,feedback_summary,last_updated,dressing_style,most_popular_area
G260,"Durga Dhamaka Dribble","A game for Durga Puja where participants dribble a small ball while reciting devotional chants, combining athleticism and devotion.","Festival - Durga Puja","Traditional","Individual","Teens/Adults","Small ball, marker, sound system","Medium",20,2,20,5,3,"High","Outdoor","West Bengal","Participants dribble a ball along a set path while chanting; time and clarity are scored.","Alternate rounds include tag elements.","Ensure ball is soft and surface is safe.","athletic, devotional, fun",0,"No","Open ground",4.5,"Path layout customizable","No","Traditional sports","West Bengal"
G261,"Ganesh Gully Games","A series of mini-games played in the narrow lanes (gullies) during Ganesh Chaturthi, including treasure hunts and relay races.","Festival - Ganesh Chaturthi","Traditional","Team","All ages","Small props, clue cards, relay batons","Medium",20,4,30,5,3,"High","Outdoor","Maharashtra","Teams play multiple mini-games in a narrow lane; cumulative score wins.","Rounds can vary based on lane structure.","Ensure safety in narrow spaces.","competitive, traditional, fun",0,"No","Urban lanes",4.6,"Game order customizable","No","Local tradition","Maharashtra"
G262,"Baisakhi Bhangra Blitz","A high-octane bhangra dance contest held outdoors during Baisakhi, where individuals or teams compete for the best moves.","Festival - Baisakhi","Traditional","Individual","Adults","Traditional attire, dhol, bhangra props","Hard",20,6,30,7,5,"High","Outdoor","Punjab","Participants perform bhangra routines; judges score on energy and precision.","Can have team or solo rounds.","Ensure safe dancing surface.","dance, competitive, energetic",0,"No","Open ground",4.7,"Choreography customizable","No","Traditional dance","Punjab"
G263,"Pongal Pongal","A rhythmic clapping and stepping game during Pongal where participants form patterns and rhythms, celebrating harvest joy.","Festival - Pongal","Traditional","Group","All ages","Clapping cues, step markers","Easy",15,4,40,5,3,"Moderate","Indoor/Outdoor","Tamil Nadu","Participants perform coordinated clapping and stepping patterns; judged on synchronization.","Can include competitive rounds with elimination.","Ensure clear space and soft flooring.","rhythmic, cooperative, festive",0,"No","Community center",4.5,"Pattern design customizable","No","Cultural games","Tamil Nadu"
G264,"Onam Orchid Hunt","A scavenger hunt during Onam where teams search for rare orchids and traditional symbols hidden around a festive venue.","Festival - Onam","Traditional","Team","All ages","Orchid replicas, clue cards, tokens","Medium",20,4,30,5,3,"Moderate","Indoor/Outdoor","Kerala","Teams follow clues to find hidden orchids and symbols; points awarded for each find.","Clue complexity can be adjusted.","Ensure all items are safely placed.","treasure hunt, floral, cultural",0,"Yes","Large venue",4.5,"Clue customization available","No","Cultural events","Kerala"
G265,"Holi Hustle","A fun obstacle course during Holi where participants navigate through color stations and water sprayers to reach the finish line.","Festival - Holi","Traditional","Team","All ages","Obstacle markers, water sprayers, color powder","Medium",15,4,30,5,3,"High","Outdoor","Pan India","Teams run an obstacle course with color stations; fastest team wins.","Can include relay variations.","Ensure obstacles are safe and area is non-slippery.","competitive, fun, festive",0,"No","Outdoor track",4.6,"Course design adjustable","No","Traditional sports","Uttar Pradesh"
G266,"Diwali Delight Dash","A timed dash where individuals race to collect as many lit diyas as possible from a decorated area, celebrating Diwali light.","Festival - Diwali","Traditional","Individual","Teens/Adults","Diyas, safe lighting elements","Medium",15,2,20,5,3,"High","Indoor/Outdoor","Pan India","Players collect lit diyas from a set area; highest count wins.","Different zones with bonus diyas can be added.","Ensure diyas are safely lit and non-breakable.","competitive, festive, energetic",0,"No","Banquet hall or courtyard",4.5,"Collection zones customizable","No","Cultural games","Maharashtra"
G267,"Navratri Night Lights","A creative game during Navratri where participants design illuminated costumes or accessories using LED strips and traditional motifs.","Festival - Navratri","Modern","Individual","Teens/Adults","LED strips, costume accessories, batteries","Hard",30,2,20,10,5,"High","Indoor/Outdoor","Gujarat","Participants design wearable illuminated art; judged on creativity and cultural relevance.","Can include group costume challenges.","Ensure electrical components are safely secured.","fashion, creative, cultural",0,"No","Indoor hall or outdoor stage",4.7,"Design elements adjustable","No","Modern fusion","Gujarat"
G268,"Durga Dhamal Drum-Off","A competitive drumming game during Durga Puja where individuals or groups perform rhythmic drum solos using traditional dhols.","Festival - Durga Puja","Traditional","Individual/Team","Teens/Adults","Dhol, cymbals, sound system","Hard",25,2,20,5,5,"High","Indoor/Outdoor","West Bengal","Participants perform drum solos; judged on rhythm and intensity.","Can include duet or group rounds.","Ensure instruments are safely used and volume is moderated.","musical, competitive, traditional",0,"No","Indoor venue",4.6,"Drum performance customizable","No","Cultural music","West Bengal"
G269,"Ganesh Glee Gala","A lighthearted singing contest during Ganesh Chaturthi where participants sing devotional songs to celebrate and invoke blessings.","Festival - Ganesh Chaturthi","Traditional","Individual","All ages","Microphone, sound system, lyric sheets","Easy",20,2,30,5,3,"Low","Indoor/Outdoor","Maharashtra","Contestants sing devotional songs; scored on clarity and passion.","Can be performed in rounds or duet formats.","Ensure sound equipment is safe.","musical, devotional, engaging",0,"No","Community hall",4.5,"Song selection customizable","No","Cultural events","Maharashtra"
G270,"Baisakhi Beat Break","A fun break game during Baisakhi where participants form circles and pass a rhythmic baton while chanting traditional slogans.","Festival - Baisakhi","Traditional","Group","All ages","Baton, slogan cards","Easy",15,4,40,3,2,"High","Outdoor","Punjab","Participants form a circle and pass a baton while chanting; continuity is key.","Can include competitive elimination rounds.","Ensure baton is soft and safe.","rhythmic, cooperative, festive",0,"No","Outdoor circle",4.5,"Chant themes customizable","No","Cultural games","Punjab"
G271,"Pongal Plate Platter","A fun balancing challenge during Pongal where teams balance a decorated plate filled with sweets while walking a short distance.","Festival - Pongal","Traditional","Team","All ages","Decorated plates, sweets, markers","Medium",15,4,25,5,3,"High","Indoor/Outdoor","Tamil Nadu","Teams balance a plate with sweets; spills incur penalties.","Can include relay or individual rounds.","Ensure plates are sturdy and path is safe.","balance, culinary, festive",0,"No","Indoor hall or open field",4.5,"Plate design adjustable","No","Cultural food games","Tamil Nadu"
G272,"Onam Oottu","A competitive eating game during Onam where participants race to finish traditional snacks (using non-messy options) within a time limit.","Festival - Onam","Traditional","Individual","Teens/Adults","Traditional snacks, timer","Medium",10,2,20,3,2,"High","Indoor/Outdoor","Kerala","Participants eat designated snacks; fastest finish wins.","Different rounds with increasing portions.","Ensure food safety and allergy information.","competitive, culinary, fun",0,"No","Indoor venue",4.4,"Snack options customizable","No","Cultural food games","Kerala"
G273,"Holi Hula","A fusion game during Holi where participants perform hula hooping with colorful hoops while music plays, combining fitness and festivity.","Festival - Holi","Modern","Individual","Kids/Teens/Adults","Hula hoops, color powder","Medium",15,2,20,3,2,"High","Outdoor","Pan India","Participants hula hoop with color powder; judged on duration and style.","Can be played competitively in teams.","Ensure hoops are safe and powder is non-toxic.","fitness, rhythmic, colorful",0,"No","Outdoor park",4.5,"Hoop design customizable","No","Contemporary festival games","Rajasthan"
G274,"Diwali Divine Dash","A timed obstacle course during Diwali where participants race while carrying decorative diyas, combining agility with tradition.","Festival - Diwali","Traditional","Individual","Teens/Adults","Diyas, safe oil, obstacle markers","Medium",15,2,20,5,3,"High","Outdoor","Pan India","Participants race carrying lit diyas; points for speed and safe handling.","Can include relay race variations.","Ensure diyas are safely constructed and area is non-slip.","race, traditional, festive",0,"No","Outdoor track",4.5,"Course layout adjustable","No","Cultural sports","Maharashtra"
G275,"Navratri Natak","A theatrical game during Navratri where teams perform short skits based on traditional stories and folklore, engaging the audience.","Festival - Navratri","Traditional","Team","All ages","Script cards, simple props","Hard",25,2,30,10,4,"Moderate","Indoor","Gujarat","Teams perform skits inspired by traditional folklore; judged on creativity and performance.","Can include modern twists.","Ensure scripts are rehearsed and safe.","theatrical, cultural, interactive",0,"No","Indoor hall",4.6,"Script themes customizable","No","Cultural plays","Gujarat"
G276,"Durga Dhamal Dhamaka","A festival game during Durga Puja where participants perform group chants and rhythmic clapping in a competitive format.","Festival - Durga Puja","Traditional","Group","All ages","Clapping cues, chant cards","Easy",20,4,40,5,3,"Low","Indoor/Outdoor","West Bengal","Participants perform group chants with synchronized clapping; scored on rhythm.","Rounds can feature increasing tempo.","Ensure all participants are comfortable with volume.","musical, synchronized, cultural",0,"No","Community center",4.5,"Chant complexity adjustable","No","Cultural rituals","West Bengal"
G277,"Ganesh Garland Groove","A creative game during Ganesh Chaturthi where teams create garlands from flowers and compete to form the most artistic arrangement.","Festival - Ganesh Chaturthi","Traditional","Team","All ages","Fresh flowers, threads, decorative items","Medium",25,2,25,10,4,"Low","Indoor/Outdoor","Maharashtra","Teams design and assemble garlands; judged on creativity and cultural authenticity.","Can incorporate relay rounds.","Ensure flowers are fresh and non-allergenic.","creative, floral, cultural",0,"No","Indoor hall or garden",4.6,"Garland style customizable","No","Cultural craft","Maharashtra"
G278,"Baisakhi Buddy Bounce","A fun, energetic game during Baisakhi where pairs or teams bounce a ball in coordination, symbolizing teamwork and celebration.","Festival - Baisakhi","Modern","Team","Kids/Teens/Adults","Soft ball, bounce markers","Easy",15,4,30,3,2,"High","Outdoor","Punjab","Teams bounce a ball in a coordinated rhythm; scored on synchrony and endurance.","Can include individual rounds.","Ensure ball is soft and playing area is safe.","team, rhythmic, fun",0,"No","Outdoor field",4.5,"Bouncing pattern customizable","No","Contemporary festival games","Punjab"
G279,"Pongal Parotta Push","A quirky game during Pongal where teams use lightweight 'parottas' (flatbread replicas) to push a marker along a set course.","Festival - Pongal","Modern","Team","Kids/Teens","Flat replicas, push sticks, markers","Easy",10,4,20,3,2,"High","Outdoor","Tamil Nadu","Teams use parotta replicas to push a marker along a course; fastest team wins.","Variations include obstacle courses.","Ensure replicas are light and course is safe.","quirky, fun, competitive",0,"No","Outdoor track",4.4,"Course design adjustable","No","Cultural games","Tamil Nadu"
G280,"Onam Oonjal","A gentle rocking game during Onam where participants sit on decorated swings (oonjals) and engage in fun quizzes related to Onam traditions.","Festival - Onam","Traditional","Individual","All ages","Swings, quiz cards, decorations","Easy",20,2,15,5,3,"Low","Indoor/Outdoor","Kerala","Participants answer Onam-themed quiz questions while gently rocking; scores based on accuracy.","Can include group rounds.","Ensure swings are safely secured and cushioned.","quiz, cultural, relaxed",0,"No","Indoor hall or garden",4.5,"Quiz set customizable","No","Cultural games","Kerala"
G281,"Holi Hoop Hysteria","An energetic team game during Holi where groups compete to keep a giant, colorful hoop spinning using coordinated movements.","Festival - Holi","Modern","Team","All ages","Giant hoop, color powder","Medium",15,4,30,5,3,"High","Outdoor","Pan India","Teams work together to keep a giant hoop spinning; judged on duration and synchronicity.","Alternate rounds with music cues.","Ensure hoop is lightweight and safe.","team, cooperative, colorful",0,"No","Open field",4.6,"Hoop size adjustable","No","Contemporary festival games","Rajasthan"
G282,"Diwali Divine Diyas","A creative contest during Diwali where individuals design and arrange diyas into intricate patterns on a given surface.","Festival - Diwali","Traditional","Individual","Teens/Adults","Diyas, oil, decorative elements","Medium",25,2,20,10,4,"Low","Indoor/Outdoor","Pan India","Participants arrange diyas in artistic patterns; judged on creativity and neatness.","Digital variations with projection available.","Ensure diyas are safely arranged and non-breakable.","artistic, decorative, traditional",0,"No","Banquet hall or courtyard",4.6,"Arrangement style customizable","No","Cultural rituals","Maharashtra"
G283,"Navratri Natak Nukkad","A street theater challenge during Navratri where teams enact short, humorous skits in local languages to entertain passersby.","Festival - Navratri","Traditional","Team","Adults/Teens","Script cards, simple props","Hard",25,2,30,10,4,"Moderate","Outdoor","Gujarat","Teams perform impromptu skits in public; audience reaction scores them.","Themes can be regionally adapted.","Ensure safety in public spaces.","theatrical, humorous, cultural",0,"No","Public square",4.5,"Script themes customizable","No","Cultural plays","Gujarat"
G284,"Durga Dhamaka Dance-Off III","Another round of competitive dancing during Durga Puja where individuals show off fusion moves combining classical and modern styles.","Festival - Durga Puja","Modern","Individual","Teens/Adults","Music system, dance floor","Hard",25,2,20,5,5,"High","Indoor","West Bengal","Contestants perform fusion dance routines; judged on innovation and performance.","Can include duet rounds.","Ensure safe stage and flooring.","dance, fusion, competitive",0,"No","Indoor stage",4.7,"Dance fusion adjustable","No","Cultural dance","West Bengal"
G285,"Ganesh Glee Groove","A joyous group singing challenge during Ganesh Chaturthi where teams harmonize devotional songs with added rhythmic clapping.","Festival - Ganesh Chaturthi","Traditional","Team","All ages","Microphone, sound system, lyric cards","Easy",20,4,40,5,3,"Low","Indoor/Outdoor","Maharashtra","Teams perform group singing with rhythmic clapping; judged on harmony and energy.","Variations include competitive rounds.","Ensure sound equipment is safe.","musical, communal, devotional",0,"No","Community hall",4.5,"Song selection customizable","No","Cultural rituals","Maharashtra"
G286,"Baisakhi Buddy Bounce II","A second edition of the Baisakhi bounce game where pairs must pass a soft ball while performing synchronized steps.","Festival - Baisakhi","Modern","Team","Kids/Teens/Adults","Soft ball, bounce markers","Easy",15,4,30,3,2,"High","Outdoor","Punjab","Pairs bounce a ball in sync along a short course; judged on coordination.","Can be played in relay format.","Ensure ball is soft and area is safe.","rhythmic, cooperative, fun",0,"No","Outdoor field",4.5,"Bouncing pattern adjustable","No","Contemporary festival games","Punjab"
G287,"Pongal Pookalam Play","A creative challenge during Pongal where teams create miniature pookalams (floral designs) on small boards within a time limit.","Festival - Pongal","Traditional","Team","All ages","Fresh flowers, color powders, small boards","Hard",30,2,25,10,4,"Low","Indoor/Outdoor","Tamil Nadu","Teams design miniature floral rangolis; judged on creativity and adherence to tradition.","Digital scoring options available.","Ensure materials are safe and eco-friendly.","artistic, floral, competitive",0,"No","Indoor hall or outdoor area",4.7,"Design theme customizable","No","Cultural art","Tamil Nadu"
G288,"Onam Oonjal Utsav","A relaxed game during Onam where participants enjoy a swing (oonjal) session combined with storytelling and gentle clapping games.","Festival - Onam","Traditional","Group","All ages","Swings, story cards, clapping cues","Easy",20,4,40,5,3,"Low","Indoor/Outdoor","Kerala","Participants sit on decorated swings and share Onam tales; audience engagement is scored.","Can include competitive and cooperative rounds.","Ensure swings are safely secured.","interactive, relaxed, cultural",0,"No","Indoor hall or garden",4.5,"Story theme adjustable","No","Cultural games","Kerala"
G289,"Holi Havoc","A wild, free-form game during Holi where players engage in friendly water balloon fights combined with color spraying challenges.","Festival - Holi","Traditional","Team","All ages","Water balloons, color powder, spray bottles","Medium",15,4,30,5,3,"High","Outdoor","Pan India","Teams engage in water balloon fights and spraying contests; last team with dry members wins bonus points.","Variations include individual challenges.","Ensure safety with non-toxic colors and soft balloons.","competitive, messy, fun",0,"No","Open ground",4.6,"Game rules customizable","No","Local tradition","Uttar Pradesh"
G290,"Diwali Delight Dhamal","A festive game where participants compete to arrange a series of mini diyas in creative sequences while traditional music plays.","Festival - Diwali","Traditional","Individual","Teens/Adults","Mini diyas, oil, decorative props","Medium",20,2,20,5,3,"Moderate","Indoor/Outdoor","Pan India","Participants arrange mini diyas in a sequence; judged on creativity and order.","Can be timed for bonus points.","Ensure diyas are safely constructed.","creative, decorative, festive",0,"No","Banquet hall",4.6,"Sequence design customizable","No","Cultural rituals","Maharashtra"
G291,"Navratri Nukkad Nonsense","A humorous street game during Navratri where teams perform absurd tasks on street corners to win over local judges.","Festival - Navratri","Modern","Team","Adults","Props, dare cards, costumes","Hard",25,2,30,10,4,"High","Outdoor","Gujarat","Teams perform silly tasks on street corners; local judges award points for hilarity.","Can include digital voting rounds.","Ensure public space is safe and permissions secured.","humorous, interactive, cultural",0,"No","Public square",4.5,"Task variety customizable","No","Cultural plays","Gujarat"
G292,"Durga Dhamaka Dash II","A fast-paced dash game during Durga Puja where teams race while carrying symbolic puja items through an obstacle course.","Festival - Durga Puja","Traditional","Team","All ages","Puja items, relay batons","Medium",15,4,30,5,3,"High","Outdoor","West Bengal","Teams race carrying puja items along a set course; fastest and neatest wins.","Alternate rounds with added obstacles available.","Ensure items are secured and track is safe.","relay, traditional, festive",0,"No","Open ground",4.5,"Course layout customizable","No","Cultural sports","West Bengal"
G293,"Ganesh Garba Gala","A dance marathon during Ganesh Chaturthi where participants continuously perform Garba moves for a set duration; stamina wins.","Festival - Ganesh Chaturthi","Traditional","Individual","Adults/Teens","Music system, dandiya sticks","Hard",30,2,20,10,5,"High","Indoor/Outdoor","Maharashtra","Participants perform continuous Garba; judged on stamina and style.","Can include interval challenges.","Ensure safe dance floor and proper hydration.","dance, endurance, cultural",0,"No","Banquet hall or open ground",4.7,"Performance duration customizable","No","Cultural dance","Maharashtra"
G294,"Baisakhi Bonfire Bounce","A game where teams pass a soft ball around a bonfire during Baisakhi, with the goal of keeping the ball in motion as long as possible.","Festival - Baisakhi","Modern","Team","All ages","Soft ball, bonfire setup","Easy",15,4,40,3,2,"High","Outdoor","Punjab","Teams keep a soft ball bouncing around a bonfire circle; continuous motion scores points.","Can be played in rounds with elimination.","Ensure fire safety and soft ball conditions.","cooperative, fun, festive",0,"No","Outdoor space",4.5,"Game rules customizable","No","Contemporary festival games","Punjab"
G295,"Pongal Pot Pourri","A creative challenge during Pongal where teams decorate clay pots with traditional motifs and compete for the best design.","Festival - Pongal","Traditional","Team","All ages","Clay pots, paints, decorative items","Medium",25,2,25,10,4,"Low","Indoor/Outdoor","Tamil Nadu","Teams decorate clay pots; judged on artistic quality and cultural relevance.","Digital projections can be used for scoring.","Ensure materials are non-toxic.","artistic, creative, cultural",0,"No","Community center",4.6,"Decoration style customizable","No","Cultural craft","Tamil Nadu"
G296,"Onam Oonjal Odyssey","A relaxing yet competitive game during Onam where participants swing on decorated onojals and answer quiz questions about Onam traditions.","Festival - Onam","Traditional","Individual","All ages","Swings, quiz cards, decorations","Easy",20,2,20,5,3,"Low","Indoor/Outdoor","Kerala","Participants answer quiz questions while gently rocking; correct answers score points.","Can include group rounds.","Ensure swings are securely installed.","quiz, relaxed, cultural",0,"No","Indoor hall or garden",4.5,"Quiz theme customizable","No","Cultural games","Kerala"
G297,"Holi Hoop Havoc","A competitive team game during Holi where groups use hula hoops to transfer colored water from one container to another.","Festival - Holi","Modern","Team","Kids/Teens/Adults","Hula hoops, water, color powder, containers","Medium",15,4,30,5,3,"High","Outdoor","Pan India","Teams use hula hoops to pass colored water; measured by transfer efficiency.","Can include timed challenges.","Ensure hoops are safe and water is non-toxic.","team, cooperative, festive",0,"No","Outdoor park",4.6,"Transfer method customizable","No","Contemporary festival games","Rajasthan"
G298,"Diwali Divine Derby II","A second edition of the Diwali derby where participants race to light a series of diyas in sequence, blending speed with precision.","Festival - Diwali","Traditional","Individual","Teens/Adults","Diyas, oil, matches, timer","Medium",15,2,20,5,3,"High","Indoor/Outdoor","Pan India","Participants must light diyas in a specific order; fastest correct sequence wins.","Alternate rounds with different sequences available.","Ensure safe handling of oil and matches.","competitive, precise, festive",0,"No","Outdoor courtyard",4.5,"Sequence rules customizable","No","Cultural rituals","Maharashtra"
G299,"Navratri Night Nukkad","A nighttime street game during Navratri where groups perform impromptu dance routines under illuminated streetlights, engaging the local crowd.","Festival - Navratri","Modern","Team","Adults","Portable speakers, LED lights, costumes","Hard",25,2,30,10,4,"High","Outdoor","Gujarat","Teams perform spontaneous dance routines on streets; audience votes count.","Can incorporate flash mob elements.","Ensure proper lighting and safe public areas.","dance, spontaneous, cultural",0,"No","Public square",4.6,"Lighting and performance adjustable","No","Cultural dance","Gujarat"
G300,"Festival Fiesta Finale","A grand finale game that combines elements from various festival traditions into one mega challenge, celebrating the spirit of Indian festivals.","Festival - Multi","Modern","Team","Adults (18+)/Family","Mixed props, challenge cards, timer","Hard",35,4,50,10,5,"High","Indoor/Outdoor","Pan India","Teams cycle through mini-games drawn from different festivals; cumulative score wins the grand prize.","Fully modular; rounds can be tailored to the festival theme.","Ensure a well-organized and safe event flow.","comprehensive, festive, challenging",0,"Yes","Large venue",4.8,"Modular challenge customizable","No","Festival compilations","Praised for its all-encompassing fun.",2025-04-06,"Trendy, Festive","Delhi"
G301,"Office Treasure Hunt","Employees form teams to search for hidden clues around the office, solving puzzles to find a secret prize. Enhances teamwork and problem-solving skills.","Office","Corporate","Team","Adults (18-65)","Clue cards, office map","Medium",20,3,10,10,5,"High","Indoor","Pan India","Teams follow clues scattered across the office; the first to find the treasure wins.","Can be customized with digital clues.","Ensure office hallways are clear and safe.","teamwork, fun, strategic",0,"Yes","Office common areas",4.7,"Clue complexity adjustable","No","Internal HR","Very engaging for team bonding.",2025-04-06,"Casual, Business","Mumbai"
G302,"Desk Yoga Challenge","A quick session of guided desk yoga to reduce stress and boost energy. Employees follow a short routine right at their desks.","Office","Wellness","Individual","Adults (18-65)","Yoga guide, timer","Easy",10,1,1,5,2,"Low","Indoor","Pan India","Follow the on-screen yoga routine; hold each pose for 30 seconds.","Variations for different desk setups available.","Ensure adequate space at desks.","wellness, stress relief, relaxation",0,"No","Office cubicles",4.8,"Routine customizable","No","Corporate Wellness","Highly recommended for stress relief.",2025-04-06,"Business Casual","Bengaluru"
G303,"Coffee Cup Relay","Teams compete in a relay race by carrying coffee cups without spilling. Encourages fun and light-hearted competition.","Office","Team Building","Team","Adults (18-65)","Coffee cups, table, markers","Easy",15,4,12,5,3,"High","Indoor/Outdoor","Pan India","Each team passes a coffee cup down a line without spilling; fastest time wins.","Relay variations with obstacles available.","Ensure cups are spill-proof and surfaces safe.","fun, relay, competitive",0,"No","Office break room",4.5,"Relay format adjustable","No","Internal HR","Boosts energy and camaraderie.",2025-04-06,"Smart Casual","Delhi"
G304,"Brain Break Trivia","A quick trivia game during breaks where teams answer fun, light-hearted questions about pop culture and office trivia.","Office","Trivia","Team","Adults (18-65)","Trivia cards, buzzer","Easy",10,2,8,5,2,"Low","Indoor","Pan India","Teams answer trivia questions; correct answers earn points.","Rounds can be themed weekly.","Ensure questions are appropriate and fun.","trivia, fun, interactive",0,"No","Office meeting room",4.6,"Question sets customizable","No","Corporate Culture","Fosters quick thinking and fun.",2025-04-06,"Business Casual","Mumbai"
G305,"Team Puzzle Challenge","Teams solve a complex jigsaw puzzle together under time constraints to promote collaboration and problem-solving.","Office","Puzzle","Team","Adults (18-65)","Jigsaw puzzle pieces, table","Medium",30,4,12,10,5,"Moderate","Indoor","Pan India","Teams work together to complete a large jigsaw puzzle; fastest team wins.","Different puzzles can be used weekly.","Ensure pieces are safe and table is stable.","puzzle, teamwork, creative",0,"Yes","Conference room",4.7,"Puzzle difficulty adjustable","No","Team Building Guides","Great for enhancing collaboration.",2025-04-06,"Smart Casual","Bengaluru"
G306,"Escape Room Lite","A mini escape room setup within the office where teams solve puzzles to 'escape' within a set time. Enhances creativity and teamwork.","Office","Escape Room","Team","Adults (18-65)","Puzzle clues, locked box, timer","Hard",45,3,10,15,10,"High","Indoor","Pan India","Teams solve a series of puzzles to unlock the office room; escape before time runs out.","Can be modified with digital clues.","Ensure safety and accessibility of props.","escape, puzzle, team",0,"Yes","Designated office room",4.8,"Puzzle modular adjustable","No","Corporate Challenges","Highly engaging and immersive.",2025-04-06,"Business Casual","Mumbai"
G307,"Office Olympics: Chair Race","A fun race where employees race rolling chairs along a marked course. Boosts morale and physical activity.","Office","Sports","Team","Adults (18-65)","Office chairs, cones, timer","Medium",15,4,12,5,3,"High","Indoor/Outdoor","Pan India","Teams race in office chairs along a set course; fastest team wins.","Variants include relay and obstacle courses.","Ensure chairs are in safe condition and course is clear.","sports, fun, competitive",0,"Yes","Office common areas",4.6,"Race course customizable","No","Internal HR","Generates high energy and fun.",2025-04-06,"Smart Casual","Delhi"
G308,"Water Cooler Quiz","A spontaneous quiz game held near the water cooler, with rapid-fire questions to energize employees during breaks.","Office","Trivia","Individual","Adults (18-65)","Quiz cards, buzzer","Easy",10,1,5,5,2,"Low","Indoor","Pan India","Participants answer quick questions by the water cooler; fastest answer wins.","Can be themed to office trivia.","Ensure water cooler area is safe and not crowded.","quiz, fun, quick",0,"No","Office break area",4.5,"Question themes adjustable","No","Corporate Culture","Creates quick fun interactions.",2025-04-06,"Business Casual","Bengaluru"
G309,"Paper Plane Contest","Employees design and fly paper planes from their desks. Best flight distance and creativity win awards.","Office","Creative","Individual","Adults (18-65)","Paper, markers, scissors","Easy",15,1,10,5,2,"Moderate","Indoor","Pan India","Design and fold a paper plane and fly it; measure distance for score.","Different design rounds available.","Ensure safe paper materials and clear flying zone.","creative, fun, competitive",0,"No","Office open space",4.6,"Design options customizable","No","Internal HR","Encourages creativity and light competition.",2025-04-06,"Smart Casual","Delhi"
G310,"Desk Decoration Showdown","A contest where employees decorate their workspaces creatively. Encourages personalization and team spirit.","Office","Creative","Individual/Team","Adults (18-65)","Decorative items, office supplies","Medium",30,1,50,10,5,"Low","Indoor","Pan India","Employees decorate desks; judged on creativity and neatness.","Themes can be set monthly.","Ensure decorations are safe and non-disruptive.","creative, decorative, fun",0,"Yes","Office cubicles",4.7,"Theme customizable","No","Corporate Culture","Boosts morale and personal expression.",2025-04-06,"Business Casual","Bengaluru"
G311,"Employee Karaoke","A karaoke session during lunch breaks where employees sing popular songs, fostering fun and camaraderie.","Office","Entertainment","Individual/Team","Adults (18-65)","Microphone, sound system, song list","Medium",25,2,30,10,5,"Moderate","Indoor","Pan India","Participants perform karaoke; audience votes for best performance.","Duet and group rounds available.","Ensure sound equipment is safely set up.","musical, fun, interactive",0,"No","Break room or office hall",4.7,"Song list customizable","No","Corporate Entertainment","Enhances employee morale.",2025-04-06,"Smart Casual","Mumbai"
G312,"Group Brainstorm Bingo","A game where teams fill bingo cards with creative ideas generated during brainstorming sessions. Promotes innovative thinking.","Office","Brainstorming","Team","Adults (18-65)","Bingo cards, markers","Easy",20,3,15,5,3,"Low","Indoor","Pan India","Teams fill bingo cards with ideas during meetings; first to complete wins.","Can be themed to current projects.","Ensure ideas are recorded respectfully.","brainstorming, creative, fun",0,"No","Conference room",4.6,"Bingo card customizable","No","Innovation Workshops","Encourages creative thinking.",2025-04-06,"Business Casual","Bengaluru"
G313,"Friendly Feedback Circle","A structured game where employees share positive feedback about colleagues, promoting a supportive culture.","Office","Motivational","Group","Adults (18-65)","Feedback cards, timer","Easy",15,3,30,5,2,"Low","Indoor","Pan India","Employees sit in a circle and share positive feedback; each round builds team spirit.","Can be facilitated by HR for anonymity.","Ensure respectful language and supportive environment.","motivational, supportive, interactive",0,"No","Meeting room",4.8,"Feedback method customizable","No","Corporate Culture","Strengthens team bonds.",2025-04-06,"Business Casual","Delhi"
G314,"Mindful Meditation Minutes","A brief guided meditation session to help employees relax and refocus during stressful days.","Office","Wellness","Individual","Adults (18-65)","Meditation guide, timer","Easy",10,1,1,5,1,"Low","Indoor","Pan India","A guided meditation session led via video or in-person; encourages relaxation.","Different meditation styles available.","Ensure a quiet and comfortable space.","wellness, relaxation, mindful",0,"No","Quiet room",4.9,"Session customizable","No","Wellness Programs","Highly effective in reducing stress.",2025-04-06,"Business Casual","Bengaluru"
G315,"Lunch Hour Scavenger Hunt","A quick scavenger hunt during lunch breaks in the office to energize employees and encourage exploration of common areas.","Office","Fun","Team","Adults (18-65)","Clue cards, office map","Medium",15,3,15,5,3,"High","Indoor/Outdoor","Pan India","Teams hunt for specific items or clues hidden in the office during lunch; fastest team wins.","Digital clues can be incorporated.","Ensure areas are safe and accessible.","scavenger, fun, interactive",0,"Yes","Office corridors",4.7,"Clue set customizable","No","Internal HR","Boosts energy and camaraderie.",2025-04-06,"Smart Casual","Mumbai"
G316,"Office Trivia Time","A regular trivia contest focused on company history, industry knowledge, and fun facts to educate and entertain employees.","Office","Trivia","Team","Adults (18-65)","Trivia board, buzzer, question cards","Hard",30,2,20,5,3,"Low","Indoor","Pan India","Teams answer trivia questions related to the company and industry; highest score wins.","Rounds can have bonus points.","Ensure questions are fun and informative.","trivia, educational, fun",0,"No","Meeting room",4.7,"Question bank customizable","No","Corporate Culture","Great for team bonding.",2025-04-06,"Business Casual","Delhi"
